45,ZOE,What are they doing?,20,0.4
46,MITCH,Team Lioness.,13,0.26
47,MITCH,Anti-poaching unit. All female.,31,0.62
48,ZOE,Women soldiers?,15,0.3
49,ZOE,That's badass.,14,0.28
50,MITCH,Yeah. Hm.,9,0.18
51,CHARLIE,Looks like they caught their man.,33,0.66
52,MITCH,They say they haven't lost,26,0.52
53,MITCH,an elephant in years.,21,0.42
54,NOAH,"Wait, wait, those men are poachers?",35,0.7
55,MITCH,They're lucky they're arrested.,31,0.62
56,MITCH,"Usually, they're shot on sight.",31,0.62
57,LAUREN,What?!,6,0.12
58,ZOE,Good.,5,0.1
59,ZOE,Fuckers.,8,0.16
60,JACK,"Zoe, just--",11,0.22
61,LAUREN,That's just an execution.,25,0.5
62,LAUREN,How is that even legal?,23,0.46
63,MITCH,"""This Is Africa.""",17,0.34
64,MITCH,Must be your,12,0.24
65,MITCH,first time here.,16,0.32
66,JACK,"No, no. I've…",13,0.26
67,JACK,"I've been to Nairobi before,",28,0.56
68,JACK,"not… I mean, this Africa is different. I…",41,0.82
69,JACK,my sightseeing was basically,28,0.56
70,JACK,the inside of corporate boardrooms.,35,0.7
71,MITCH,"So, uh,",7,0.14
72,MITCH,"what is your business, my friend?",33,0.66
73,JACK,I work for Exxon.,17,0.34
74,MITCH,Ah…,3,0.06
75,MITCH,Oil man.,8,0.16
76,JACK,"Well, .",7,0.14
77,LAUREN,Are you here on vacation?,25,0.5
78,MITCH,"No, no, no, no. Uh… we… uh…",27,0.54
79,MITCH,"we help run a community outreach program,",41,0.82
80,MITCH,teaching locals how to thrive off their land.,45,0.9
81,LAUREN,Good for you.,13,0.26
82,ZOE,That's really cool.,19,0.38
83,BILLY,That's really cool.,19,0.38
84,JOE,"Jack, isn't that cool?",22,0.44
85,JACK,"Zoe, Zoe.",9,0.18
86,POLICE OFFICER,"Okay, you can now leave.",24,0.48
87,JACK,Okay.,5,0.1
88,JACK,Nice meeting you. Nice meeting you.,35,0.7
89,CHARLIE,Thank you.,10,0.2
90,BILLY,TIA and all that.,17,0.34
91,ZOE,He looked great.,16,0.32
92,BILLY,"You didn't even know him, Zoe.",30,0.6
93,MITCH,"This country's gonna eat them alive. This… is the luxury Africa cruiser? This is actually the best luxury cruiser. I asked for a Mercedes. No, sir, just come, come. I ordered… This is the best cruiser. This is actually the best vehicle here in Kenya. …a Mercedes. This is the best one for you all. For your price.",313,6.26
94,JACK,I--I don't even know what to say.,33,0.66
95,NOAH,I like it.,10,0.2
96,BILLY,Come on in. Come on in. Come on in.,35,0.7
97,LAUREN,I think she's perfect.,22,0.44
98,LAUREN,"I think we gotta name her. Hey, does the AC work? No. The AC does not work. Have a lovely holiday. Bye-bye.",107,2.14
99,NOAH,How can they not have,21,0.42
100,NOAH,a paved road from the airport?,30,0.6
101,JACK,It's a developing nation. I guess they don't have,49,0.98
102,JACK,the money for that kind of thing.,33,0.66
103,JACK,"Oh, my gosh. Look, look, look, look.",36,0.72
104,LAUREN,Wow. Wow. Wow. Look at that.,28,0.56
105,ZOE,"Oh, my gosh.",12,0.24
106,LAUREN,Aw.,3,0.06
107,ZOE,"Oh, my God. They're real.",25,0.5
108,ZOE,.,1,0.02
109,NOAH,Just some zebras just hangin' out.,34,0.68
110,NOAH,It's amazing.,13,0.26
111,JACK,"Oh, cool.",9,0.18
112,JACK,Welcome to Africa.,18,0.36
113,NOAH,"Oh, wait.",9,0.18
114,BILLY,"Wow. What have they got behind those gates, man?",48,0.96
115,LAUREN,Here we are.,12,0.24
116,JACK,This is the lodge.,18,0.36
117,NOAH,"Whoa, this is where we're staying?",34,0.68
118,BILLY,Whoa!,5,0.1
119,BILLY,Home sweet home.,16,0.32
120,BILLY,"Oh, yeah.",9,0.18
121,STAFF MEMBERS,Hello.,6,0.12
122,LAUREN,Jambo. Jambo.,13,0.26
123,NOAH,Hello.,6,0.12
124,STAFF MEMBER,"Welcome, .",10,0.2
125,LAUREN,Thank you.,10,0.2
126,STAFF MEMBER,Here we go.,11,0.22
127,ZOE,Come on. Thank you.,19,0.38
128,BILLY,Jambo. Jambo.,13,0.26
129,JACK,Huh.,4,0.08
130,LAUREN,"Oh, look at this view.",22,0.44
131,LAUREN,"Oh, look at this room.",22,0.44
132,LAUREN,Jack!,5,0.1
133,JACK,Wow.,4,0.08
134,LAUREN,Look at this.,13,0.26
135,JACK,Huh!,4,0.08
136,LAUREN,Beautiful.,10,0.2
137,JACK,"Yeah, it should be for the price we paid. Wow.",46,0.92
138,LAUREN,"Oh, Jack.",9,0.18
139,JACK,Huh.,4,0.08
140,JACK,"Do you see a WiFi password, huh?",32,0.64
141,LAUREN,"Oh, Jack. Would you just relax?",31,0.62
142,JACK,I will. I will. I just--,24,0.48
143,JACK,I wanted to send a couple of emails first,41,0.82
144,JACK,and then…,9,0.18
145,JACK,I will relax.,13,0.26
146,LAUREN,Hey.,4,0.08
147,JACK,Huh?,4,0.08
148,LAUREN,Still high.,11,0.22
149,JACK,What?,5,0.1
150,LAUREN,My levels.,10,0.2
151,LAUREN,Still high from the travel.,27,0.54
152,JACK,"Oh, wait.",9,0.18
153,JACK,It's beautiful.,15,0.3
154,LAUREN,It really is.,13,0.26
155,JACK,"No, you are.",12,0.24
156,JACK,You're always beautiful.,24,0.48
157,LAUREN,Jack.,5,0.1
158,BILLY,Ooh.,4,0.08
159,ZOE,Ugh.,4,0.08
160,ZOE,"Oh my God, wait.",16,0.32
161,ZOE,Are we all sharing?,19,0.38
162,ZOE,I thought we get our own rooms.,31,0.62
163,NOAH,You think I'm happy about it?,29,0.58
164,BILLY,This is not cool.,17,0.34
165,ZOE,Fucking Jack.,13,0.26
166,ZOE,He doesn't even get us our own rooms.,37,0.74
167,NOAH,Stop calling him Jack.,22,0.44
168,NOAH,Why don't you call him Dad anymore? It's weird.,47,0.94
169,NOAH,"Well, you guys can fight over the car.",38,0.76
170,ZOE,"No, no, no.",11,0.22
171,NOAH,I'm not sleeping over there.,28,0.56
172,LAUREN,"When I was a little girl,",25,0.5
173,LAUREN,"I had this book about Africa,",29,0.58
174,LAUREN,and this mountain was on the cover of it.,41,0.82
175,LAUREN,And I used to stare at it for hours,35,0.7
176,LAUREN,just wishing I was there.,25,0.5
177,LAUREN,And now I'm finally here.,25,0.5
178,LAUREN,I just can't believe it.,24,0.48
179,JACK,"Hey, I'm sorry.",15,0.3
180,JACK,I'm sorry if I've been…,23,0.46
181,LAUREN,An asshole?,11,0.22
182,JACK,"I was gonna say distant. But asshole works, yeah.",49,0.98
183,LAUREN,"Sorry, Jack. I know-- I can tell you've got",43,0.86
184,LAUREN,a lot on your mind.,19,0.38
185,LAUREN,"You know, you could share.",26,0.52
186,JACK,I just want the last family vacation,36,0.72
187,JACK,before Zoe goes off to college to be special.,45,0.9
188,LAUREN,If she goes off to college.,27,0.54
189,LAUREN,"You heard her, Jack.",20,0.4
190,JACK,She's gonna go to college.,26,0.52
191,JACK,"Who drops out of MIT to work in a vegan coffee shop,",52,1.04
192,JACK,for crying out loud?,20,0.4
193,JACK,Is she gonna throw her life away?,33,0.66
194,LAUREN,"Well, I spent seven years in medical school",43,0.86
195,LAUREN,and haven't worked in 15.,25,0.5
196,LAUREN,She wants to find herself.,26,0.52
197,JACK,She can find herself after college.,35,0.7
198,JACK,"You know, you know what it is?",30,0.6
199,JACK,It's that boyfriend of hers.,28,0.56
200,JACK,That's who's doing this.,24,0.48
201,JACK,"I mean, why is he even here, huh?",33,0.66
202,LAUREN,"You want Zoe, you get Billy.",28,0.56
203,LAUREN,That's young love.,18,0.36
204,JACK,"Yeah, he's not that young.",26,0.52
205,LAUREN,Same age difference as we were.,31,0.62
206,JACK,Yeah. But you didn't make me cut all my hair off.,49,0.98
207,JACK,Quit college.,13,0.26
208,LAUREN,You never had long hair.,24,0.48
209,LAUREN,"Look, he's a nice kid.",22,0.44
210,LAUREN,He really likes Zoe. I like him.,32,0.64
211,JACK,Yeah.,5,0.1
212,JACK,You don't have to pay for him.,30,0.6
213,LAUREN,"Gosh, can you just relax, Jack?",31,0.62
214,LAUREN,Relax.,6,0.12
215,JACK,Shoot.,6,0.12
216,JACK,I stink. I'm gonna have a shower.,33,0.66
217,BILLY,Lots of frogs.,14,0.28
218,NOAH,"Oh, remember that little frog I had?",36,0.72
219,NOAH,Ice Cream?,10,0.2
220,ZOE,"Oh, yeah. Whatever happened to him?",35,0.7
221,NOAH,I put him in my pocket and he died.,35,0.7
222,ZOE,"Jesus, Noah.",12,0.24
223,NOAH,I didn't mean to.,17,0.34
224,BILLY,"Oh, little guy.",15,0.3
225,BILLY,I found you.,12,0.24
226,ZOE,"Oh, my God. Oh…",15,0.3
227,BILLY,Do you know what this is?,25,0.5
228,NOAH,Grass?,6,0.12
229,BILLY,"No, my friend. Not grass.",25,0.5
230,BILLY,This…,5,0.1
231,BILLY,is salvia.,10,0.2
232,ZOE,Salvia.,7,0.14
233,BILLY,Also known as Lady Sally.,25,0.5
234,BILLY,Used by many for its analgesic and antispasmodic properties.,60,1.2
235,BILLY,"But most importantly, it gets you high as fuck.",47,0.94
236,NOAH,I'm sure it's just a shrub.,27,0.54
237,BILLY,"Guess we'll find out in, what?",30,0.6
238,BILLY,Twenty minutes?,15,0.3
239,NOAH,Zo!,3,0.06
240,ZOE,What?,5,0.1
241,NOAH,We're like a 100 miles from a hospital.,39,0.78
242,ZOE,"Oh, my God. You sound like Jack. Ugh.",37,0.74
243,NOAH,"You know, that actually makes him really upset",46,0.92
244,NOAH,when you call him that.,23,0.46
245,ZOE,He can take it.,15,0.3
246,ZOE,It's fine.,10,0.2
247,BILLY,"Come on, Zoe.",13,0.26
248,NOAH,I'm actually going to do a workout,34,0.68
249,NOAH,"with Dad before dinner,",23,0.46
250,NOAH,doing like an African circuit thing…,36,0.72
251,NOAH,Okay.,5,0.1
252,LAUREN,You've been fired?,18,0.36
253,JACK,You looked… you looked at my phone?,35,0.7
254,JACK,That's an invasion of my--,26,0.52
255,LAUREN,"Don't you dare, Jack.",21,0.42
256,JACK,Give me my phone. Give me my phone. Give me my--,48,0.96
257,LAUREN,What happened?,14,0.28
258,JACK,Nothing. I wasn't fired. It was…,32,0.64
259,JACK,it's administrative leave-- It is nothing.,42,0.84
260,LAUREN,Jack! Stop it!,14,0.28
261,JACK,Nothing happened. Okay?,23,0.46
262,LAUREN,What happened?,14,0.28
263,JACK,Nothing. I just-- there was a small problem,43,0.86
264,JACK,with the Dakota pipeline and it…,32,0.64
265,JACK,it's standard protocol,22,0.44
266,JACK,to put the project manager on administrative leave,50,1.0
267,JACK,while they clean it up.,23,0.46
268,LAUREN,Clean it up? What?,18,0.36
269,LAUREN,Was there a spill?,18,0.36
270,JACK,A little bit. It was handled.,29,0.58
271,JACK,"I mean, maybe a little late.",28,0.56
272,LAUREN,Ho-- how bad was it? Why didn't you tell me?,44,0.88
273,JACK,I did-- I didn't tell you because I wanted you,46,0.92
274,JACK,"to enjoy this vacation, okay?",29,0.58
275,JACK,God knows it costs enough.,26,0.52
276,LAUREN,Wait… do we have to worry about money now? I--,46,0.92
277,JACK,Things could get a little tight,31,0.62
278,JACK,and we might need to tighten our belts a little after this. Yeah.,65,1.3
279,LAUREN,Are you going to be fired?,26,0.52
280,JACK,"No, I'm not going to be fired. Okay?",36,0.72
281,JACK,"No, it's not like that. I…",26,0.52
282,JACK,I don't think so.,17,0.34
283,JACK,I'll go back as soon as they sort it out.,41,0.82
284,JACK,Can I please have my phone?,27,0.54
285,ZOE,"Wait, Billy. Wow.",17,0.34
286,BILLY,Whoa.,5,0.1
287,ZOE,Wow.,4,0.08
288,ZOE,What is this place?,19,0.38
289,BILLY,Wow.,4,0.08
290,ZOE,So cool.,8,0.16
291,ZOE,"Wait, Billy, look. Look at the Milky Way.",41,0.82
292,ZOE,"Oh, my God. It's so cool.",25,0.5
293,ZOE,You see this?,13,0.26
294,ZOE,Oh.,3,0.06
295,BILLY,"Hey, baby?",10,0.2
296,ZOE,What?,5,0.1
297,BILLY,You're the starlight queen.,27,0.54
298,ZOE,Hm.,3,0.06
299,LAUREN,"Oh, thank you.",14,0.28
300,ZOE,That was so cool.,17,0.34
301,ZOE,"Hey, come dance!",16,0.32
302,ZOE,Come on.,8,0.16
303,ZOE,Come and dance.,15,0.3
304,ZOE,No? Okay.,9,0.18
305,JACK,Let's go. Come on.,18,0.36
306,JACK,Seven-eight-nine.,17,0.34
307,JACK,"More pushups, let's go.",23,0.46
308,JACK,"One-two-three, and now clap it out.",35,0.7
309,JACK,Five-six-seven. Come on. Come on.,33,0.66
310,JACK,"Hey, seven, seven.",18,0.36
311,NOAH,"Oh, geez, Dad. Slow, slow. Come on.",35,0.7
312,NOAH,Okay.,5,0.1
313,JACK,"Hey, come on. One more set. One more set.",41,0.82
314,NOAH,We've been going for like 10 minutes.,37,0.74
315,NOAH,Jesus.,6,0.12
316,JACK,"All right. All right, let's go.",31,0.62
317,JACK,"Oh, okay. You get a break. You get 30 seconds. Let's go.",56,1.12
318,NOAH,Dad…,4,0.08
319,JACK,Huh?,4,0.08
320,NOAH,Are you okay?,13,0.26
321,JACK,"Yeah, I'm fine.",15,0.3
322,NOAH,You and Mom got in a fight again.,33,0.66
323,JACK,Twenty-five--,13,0.26
324,JACK,"no, no, we're fine. Everything's good. We--",43,0.86
325,JACK,We're fine.,11,0.22
326,JACK,"I promise. How's your,",22,0.44
327,JACK,"uh, relationship? How's your, uh…",33,0.66
328,NOAH,Sam?,4,0.08
329,JACK,How's Sam?,10,0.2
330,NOAH,You don't have to ask. I know you don't… want to.,49,0.98
331,JACK,No. I do. I do.,15,0.3
332,JACK,I want to know how… how is he?,30,0.6
333,NOAH,Fine?,5,0.1
334,JACK,"He's not distracting you, is he?",32,0.64
335,NOAH,"No, he's not distracting me.",28,0.56
336,JACK,All right.,10,0.2
337,JACK,"It's just, you know, it's… something that your coach said.",58,1.16
338,NOAH,What?,5,0.1
339,JACK,He was just checking if you were okay.,38,0.76
340,JACK,"I mean, what with all the doctor's appointments",47,0.94
341,JACK,that you've been going to over the last few weeks.,50,1.0
342,JACK,The ones that conveniently fall between the hours,49,0.98
343,JACK,"of 6 and 8 p.m., right in the middle of practice.",49,0.98
344,JACK,"I mean, from where I'm standing,",32,0.64
345,JACK,this thing is distracting you.,30,0.6
346,NOAH,No. Sam is not a thing.,23,0.46
347,JACK,You know what I'm saying.,25,0.5
348,NOAH,"Yes, I do know what you're saying.",34,0.68
349,NOAH,You wish that Sam was my girlfriend.,36,0.72
350,NOAH,But he's not. He's my boy--,27,0.54
351,JACK,That's not--,12,0.24
352,JACK,Hey!,4,0.08
353,JACK,I don't know. I don't know. But--,33,0.66
354,NOAH,What is it?,11,0.22
355,JACK,I don't know.,13,0.26
356,JACK,What the hell happened?,23,0.46
357,LAUREN,It was a hyena.,15,0.3
358,LAUREN,He just walked right up here.,29,0.58
359,LAUREN,Ran right up here.,18,0.36
360,JACK,"Well, is-- is everyone okay?",28,0.56
361,LAUREN,Everyone's fine.,16,0.32
362,JACK,You okay? You okay?,19,0.38
363,LAUREN,Yeah. Yeah.,11,0.22
364,WOMAN,It came… it came tripping off of the trees.,43,0.86
365,LAUREN,"Oh, wow.",8,0.16
366,LAUREN,"Yeah, look at him. Yeah, he's right there.",42,0.84
367,JACK,"Yeah, he's right there.",23,0.46
368,MAN,Did you see that mangy looking dog like thing?,46,0.92
369,LAUREN,"Oh, I thought he was pretty handsome.",37,0.74
370,LUCAS,He was just looking for food.,29,0.58
371,LUCAS,"No harm, everyone.",18,0.36
372,ZOE,"Hey, are you okay?",18,0.36
373,LAUREN,"It's a hyena, Noah.",19,0.38
374,NOAH,"My God. But they're-- they're kind of dangerous, right?",55,1.1
375,BILLY,"Well, they're scavengers, bro.",30,0.6
376,BILLY,"Nature's trash cans, right?",27,0.54
377,LUCAS,"That's true, Billy.",19,0.38
378,LUCAS,But when alone is just harmless.,32,0.64
379,LUCAS,"But if they're in a group, they're very dangerous.",50,1.0
380,LUCAS,They can even kill a lion.,26,0.52
381,LAUREN,Okay.,5,0.1
382,LUCAS,"If found alone, this can do the magic.",38,0.76
383,LUCAS,"It's all you need, really.",26,0.52
384,LUCAS,That's okay. Just go back to having fun.,40,0.8
385,JACK,"You know, uh, no hyenas in Bora Bora.",37,0.74
386,JACK,Come on.,8,0.16
387,ZOE,"Oh, thank you.",14,0.28
388,LAUREN,"Jack, can you put that away?",28,0.56
389,JACK,"Yeah, yeah.",11,0.22
390,ZOE,Good morning.,13,0.26
391,LAUREN,"Morning, honey.",15,0.3
392,JACK,"Morning, sweetheart.",20,0.4
393,ZOE,"So cool, Jack.",14,0.28
394,JACK,What?,5,0.1
395,ZOE,Mom. Why so early?,18,0.36
396,LAUREN,"Adventure begins early, honey.",30,0.6
397,LAUREN,Have some coffee to wake up.,28,0.56
398,ZOE,Isn't there any adventure after 10 a.m.?,40,0.8
399,LAUREN,Who's ready for the big five?,29,0.58
400,NOAH,What's the big five?,20,0.4
401,BILLY,"Ah, lion, elephant, buffalo, leopard and… shit.",47,0.94
402,ZOE,Rhino.,6,0.12
403,LAUREN,"Oh, I hope we see a rhino.",26,0.52
404,LAUREN,"Jack, do you think we'll see a rhino?",37,0.74
405,JACK,Thank you.,10,0.2
406,JACK,We will. We will see a rhino.,29,0.58
407,JACK,I promise.,10,0.2
408,ZOE,Whoo. Big promise.,18,0.36
409,LAUREN,We just have to find them.,26,0.52
410,JACK,What the brochure said to us.,29,0.58
411,ZOE,Obviously that wouldn't lie.,28,0.56
412,JACK,Never.,6,0.12
413,LAUREN,Wow.,4,0.08
414,JACK,"Oh, my goodness. Okay.",22,0.44
415,LAUREN,"What do you feel, Jack?",23,0.46
416,JACK,I feel like… I feel like we're in a--,37,0.74
417,LAUREN,"Yeah, well.",11,0.22
418,LAUREN,Get ready for our day.,22,0.44
419,LUCAS,"Good morning, Halsey family.",28,0.56
420,ALL,Good morning. Good morning.,27,0.54
421,LUCAS,And what do you have planned for this glorious day?,51,1.02
422,ALL,A safari.,9,0.18
423,LUCAS,Oh. Um…,7,0.14
424,LAUREN,Is something wrong?,19,0.38
425,LUCAS,"No, not at all.",15,0.3
426,LUCAS,Could I please have a word with you?,36,0.72
427,JACK,"Yeah, of course, of course.",27,0.54
428,LUCAS,"Listen, Mr. Halsey.",19,0.38
429,LUCAS,The safari is not part of your particular package.,50,1.0
430,LUCAS,"If you recall, when you booked, you canceled all the extras.",60,1.2
431,JACK,"Yes, yes, that's right. I-I did, didn't I.",42,0.84
432,LUCAS,Of course.,10,0.2
433,LUCAS,But if you'd like to pay for the extras now…,44,0.88
434,JACK,And how much would that be?,27,0.54
435,JACK,Great news.,11,0.22
436,JACK,We get to do our own safari today.,34,0.68
437,LAUREN,What?,5,0.1
438,JACK,"Yeah, yeah. Our friend Lucas back there,",40,0.8
439,JACK,he just told me we--,20,0.4
440,JACK,"if we want the best experience possible,",40,0.8
441,JACK,we gotta go into the park on our own.,37,0.74
442,NOAH,That… doesn't sound… right.,27,0.54
443,JACK,It is. It is.,13,0.26
444,LAUREN,Don't we need a guard?,22,0.44
445,ZOE,"Yeah, and guns.",15,0.3
446,JACK,"No, no, no, all that stuff is just fluff. It's extra.",53,1.06
447,JACK,It's just one big safari park in there.,39,0.78
448,JACK,"Besides, we have our van and our map.",37,0.74
449,JACK,And we get to do it together. It'll be fun.,43,0.86
450,JACK,"Our big five finds their big five, right?",41,0.82
451,BILLY,Yeah.,5,0.1
452,JACK,Prrrr. Right. Come on. Let's go. Let's go. Come on.,51,1.02
453,TOURISTS,Bye.,4,0.08
454,BILLY,Bye.,4,0.08
455,FEMALE TOURIST,Bye. Have fun.,14,0.28
456,JACK,Bye-bye. Have a good one.,25,0.5
457,NOAH,We have to try. Let's see.,26,0.52
458,BILLY,"One, two, three.",16,0.32
459,LAUREN,"Oh, my God. Oh, that's great, guys.",35,0.7
460,NOAH,Cool.,5,0.1
461,LAUREN,This is gonna work out just fine.,33,0.66
462,ZOE,"Plastic water bottles, Jack?",28,0.56
463,ZOE,They have glass ones here.,26,0.52
464,ZOE,Here they actually care about the environment.,46,0.92
465,BILLY,"Yeah, you know, the main product",32,0.64
466,BILLY,"of the water bottle industry is plastic. Not water, Jack.",57,1.14
467,JACK,Excuse me. Excuse me.,21,0.42
468,ZOE,You know that?,14,0.28
469,JACK,Thank you.,10,0.2
470,STAFF MEMBER,You're welcome.,15,0.3
471,JACK,"Did you know that, honey?",25,0.5
472,LAUREN,"It's true, honey.",17,0.34
473,LAUREN,Too much plastic in the world.,30,0.6
474,LAUREN,Okay. Are we good to go?,24,0.48
475,NOAH,Yeah. Got your insulin?,23,0.46
476,LAUREN,"Yes, I do.",10,0.2
477,LAUREN,Are we ready for an adventure?,30,0.6
478,ZOE,Yeah.,5,0.1
479,BILLY,Mm-hm.,6,0.12
480,JACK,"All right, here we go.",22,0.44
481,LAUREN,Let's do this.,14,0.28
482,JACK,"Oh, shit. I forgot my sunglasses.",33,0.66
483,JACK,That's… it's gonna be what it's gonna be.,41,0.82
484,LAUREN,Oh… are you sure?,17,0.34
485,JACK,It's fine. Whoo. Do not get out of your vehicle at any time.,60,1.2
486,NOAH,"Oh, this is cool. Do not exceed 30 kilometers an hour. Do not litter.",69,1.38
487,JACK,Here we are.,12,0.24
488,ZOE,Okay.,5,0.1
489,BILLY,Okay.,5,0.1
490,LAUREN,"Zoe, are you seeing this?",25,0.5
491,JACK,"Wow, wow, wow.",14,0.28
492,LAUREN,I'm so excited.,15,0.3
493,JACK,I can't believe it. Okay. I'm a little bit excited.,51,1.02
494,MAN,How are you? .,14,0.28
495,NOAH,"Oh, she's gonna try and sell you something, Mom.",48,0.96
496,LAUREN,They're so pretty!,18,0.36
497,LAUREN,"Zoe, are you seeing this?",25,0.5
498,ZOE,No. Mom.  like 20 bucks.,24,0.48
499,STAFF MEMBER,Hello.,6,0.12
500,JACK,"Hi there, hi. Good morning.",27,0.54
501,STAFF MEMBER,"How are you, sir?",17,0.34
502,JACK,"Hi, there. Hi. Good morning. Ah, jambo.",39,0.78
503,BILLY,That one was late.,18,0.36
504,ZOE,"Mom, you gotta get one.",23,0.46
505,STAFF MEMBER,Welcome to Amboseli.,20,0.4
506,WOMAN,"Please, please.",15,0.3
507,NOAH,Did you bring Kenyan money?,27,0.54
508,LAUREN,They look like this.,20,0.4
509,JACK,What are you doing?,19,0.38
510,JACK,What are you doing?,19,0.38
511,LAUREN,"Shh. Jack, come on.",19,0.38
512,LAUREN,Did you bring--,15,0.3
513,JACK,We don't need a belt.,21,0.42
514,LAUREN,It's so beautiful. This one was made here.,42,0.84
515,NOAH,Hi.,3,0.06
516,BILLY,.,1,0.02
517,TOURIST,"Hey, what's going on?",21,0.42
518,JACK,What do we need a belt for?,27,0.54
519,JACK,"Don't-- don't waste our money, hon.",35,0.7
520,LAUREN,They're made here.,18,0.36
521,JACK,Made-- made here.,17,0.34
522,JACK,Made in China.,14,0.28
523,NOAH,"Oh, no thanks.",14,0.28
524,LAUREN,Wow. What's going on over there?,32,0.64
525,ZOE,Why is he--,11,0.22
526,BILLY,…poachers.,10,0.2
527,LAUREN,I thought they said poaching wasn't really a thing here.,56,1.12
528,NOAH,They don't look like poachers.,30,0.6
529,ZOE,And what are poachers supposed to look like?,44,0.88
530,NOAH,Not tourists.,13,0.26
531,BILLY,"Those bastards kill, like,",26,0.52
532,BILLY,"a 1,000 rhinos a year.",22,0.44
533,ZOE,Holy shit. That's three rhinos a day.,37,0.74
534,JACK,"That's quick math, hon.",23,0.46
535,LAUREN,"Wait, so you don't think we'll see a rhino?",43,0.86
536,ZOE,"You don't have to sound too shocked, Jack.",42,0.84
537,BILLY,"Nah, sorry, Mrs. H.",19,0.38
538,BILLY,They're as rare as pink and fluffy unicorn shit.,48,0.96
539,JACK,"Hey, excuse me. Excuse me. Do you mind?",39,0.78
540,STAFF MEMBER,One minute.,11,0.22
541,STAFF MEMBER,Please wait.,12,0.24
542,JACK,"Excuse me, sir. Do you mind if--",32,0.64
543,JACK,do you mind if we just go through?,34,0.68
544,LAUREN,"Oh, my God.",11,0.22
545,NOAH,Holy shit.,10,0.2
546,LAUREN,"Jack. Jack, what are you doing?",31,0.62
547,JACK,You wanna go on a safari?,25,0.5
548,JACK,I'm gonna take you on a gosh darn safari.,41,0.82
549,LAUREN,Jack! Jack! Jack!,17,0.34
550,JACK,Sometimes you have to break the rules.,38,0.76
551,JACK,We'll pay when we come out.,27,0.54
552,NOAH,Yeah!,5,0.1
553,ZOE,Are these the right roads?,26,0.52
554,ZOE,I don't see any animals.,24,0.48
555,ZOE,We did come to the right place.,31,0.62
556,ZOE,Right?,6,0.12
557,JACK,"There's not much here, is there?",32,0.64
558,LAUREN,"Well, you know, it's not a zoo.",31,0.62
559,LAUREN,"I mean, they're here. They're just not close.",45,0.9
560,LAUREN,Jack.,5,0.1
561,JACK,What?,5,0.1
562,LAUREN,What are you doing?,19,0.38
563,NOAH,We're not allowed that way.,27,0.54
564,JACK,I bet it loops back to the main road.,37,0.74
565,LAUREN,What makes you think that?,26,0.52
566,JACK,Go check the map.,17,0.34
567,NOAH,There's no sign.,16,0.32
568,JACK,"Look, your mom wants to see a rhino.",36,0.72
